CASE_NUMBER,CASE_STATUS,DECISION_DATE,SOC_TITLE,EMPLOYER_NAME,EMPLOYER_CITY,EMPLOYER_STATE,WORKSITE_CITY,WORKSITE_STATE,PREVAILING_WAGE
I-200-20071-399554,Certified,2020-03-18,"Software Developers, Applications","Thermo Fisher Scientific, Inc.",Waltham,MA,Branford,CT,71136.0
I-200-23167-120083,Certified,2023-06-23,Software Developers,Jupiter Llc (Mn),Alpharetta,GA,Alpharetta,GA,99008.0
I-200-22292-540064,Certified,2022-10-26,Software Developers,National Debt Relief Llc,New York,NY,New York,NY,133390.0
I-200-22102-060903,Certified - Withdrawn,2022-08-25,"Software Developers, Applications, R&D",University Of North Carolina At Chapel Hill,Chapel Hill,NC,Irving,TX,99674.0
I-200-23081-869777,Certified,2023-03-29,Software Developers,"Doordash, Inc.",San Francisco,CA,Seattle,WA,168709.0
I-200-19217-638993,Certified,2019-08-09,"Software Developers, Systems Software","Salesforce.com, Inc.",San Francisco,CA,Palo Alto,CA,172640.0
I-200-22215-392597,Certified,2022-08-10,"Computer Occupations, All Other","Technogen, Inc.",Chantilly,VA,Atlanta,GA,92144.0
I-200-19053-879708,Certified,2019-03-11,Animal Scientists,"Cargill, Inc.",Wayzata,MN,Brookville,OH,63752.0
I-200-21067-128103,Certified,2021-03-15,Management Analysts,Pricewaterhousecoopers Advisory Services Llc,Tampa,FL,Los Angeles,CA,82264.0
I-200-23174-139892,Certified,2023-06-30,Software Quality Assurance Analysts And Testers,"Stralto, Inc.",New York,NY,New York,NY,97053.0
I-200-19148-369027,Denied,2019-05-29,Accountants And Auditors,Ernst & Young U.s. Llp,Secaucus,NJ,Basking Ridge,NJ,93746.0
I-200-20035-295887,Certified - Withdrawn,2021-10-21,"Software Developers, Applications","Wal-Mart Associates, Inc.",Bentonville,AR,Sunnyvale,CA,108784.0
I-200-20346-952666,Certified,2020-12-18,"Software Developers, Applications",Microsoft Corporation,Redmond,WA,Redmond,WA,92102.0
I-200-22026-855673,Certified,2022-02-02,Business Intelligence Analysts,The Stamford Hospital,Stamford,CT,Stamford,CT,75296.0
I-200-21054-095951,Certified,2021-03-02,Database Administrators,The Northern Trust Company,Chicago,IL,Naperville,IL,117894.0
I-200-19170-850525,Certified,2019-07-02,Operations Research Analysts,Pricewaterhousecoopers Advisory Services Llc,Tampa,FL,Los Angeles,CA,108534.0
I-200-22269-493678,Certified,2022-10-03,Software Developers,Xit Solutions Inc.,Oakbrook Terrace,IL,Albany,NY,105227.0
I-200-21327-721494,Certified,2021-12-01,Network And Computer Systems Administrators,"Career Soft Solutions, Inc",Edison,NJ,Dallas,TX,77022.0
I-200-19347-196617,Certified,2019-12-20,"Software Developers, Applications",Procal Technologies Inc,Hillsborough,NJ,Teaneck,NJ,96595.0
I-200-23108-940825,Certified,2023-04-24,Software Developers,"Meta Platforms, Inc.",Menlo Park,CA,Bellevue,WA,168709.0
I-200-19130-262770,Certified,2019-05-16,Computer Systems Analysts,"Persistent Systems, Inc.",Santa Clara,CA,Charlotte,NC,78978.0
I-200-19301-111308,Certified,2019-11-04,Network And Computer Systems Administrators,"Tech Mahindra (Americas), Inc",Bedminster,NJ,Redmond,WA,83366.0
I-200-20148-602997,Certified,2020-06-03,Computer Programmers,"Hcl America, Inc.",Sunnyvale,CA,Rosemont,IL,69638.0
I-200-20265-836161,Certified,2020-09-28,"Software Developers, Applications",Tista Science And Technology Corporation,Rockville,MD,Rockville,MD,76690.0
I-200-23088-885384,Certified,2023-04-05,Software Developers,Goldman Sachs Services Llc,New York,NY,Salt Lake City,UT,72509.0
I-200-23054-799950,Certified,2023-03-02,Mechanical Engineers,"P2s, Inc.",Long Beach,CA,San Jose,CA,88296.0
I-200-23023-721262,Certified,2023-01-30,Database Administrators,"Servicenow, Inc.",Santa Clara,CA,San Diego,CA,101546.0
I-200-21085-178685,Certified,2021-04-02,"Computer Occupations, All Other","Compest Solutions, Inc.",Middlesex,NJ,Sandy Springs,GA,74006.0
I-200-22102-062293,Certified,2022-04-19,"Software Developers, Applications",Tekvana Inc,Irving,TX,Mckinney,TX,94037.0
I-200-22087-014960,Certified,2022-04-04,"Software Developers, Applications",Intuit Inc.,Mountain View,CA,San Diego,CA,101109.0
I-200-23136-024563,Certified,2023-05-23,Computer Systems Analysts,Infosys Limited,Richardson,TX,Seattle,WA,116917.0
I-200-23158-087209,Certified,2023-06-14,Software Developers,"Cisco Systems, Inc.",San Jose,CA,Milpitas,CA,167149.0
I-200-23116-968237,Certified,2023-05-03,Software Developers,Kairas Systems Corporation,Frisco,TX,Frisco,TX,98904.0
I-200-19039-748970,Certified,2019-02-14,"Health Specialties Teachers, Postsecondary",The Johns Hopkins University,Baltimore,MD,Baltimore,MD,86650.0
I-200-20136-574564,Certified,2020-05-21,"Software Developers, Applications","Commvault Systems, Inc.",Tinton Falls,NJ,Santa Clara,CA,131726.0
I-200-20157-630197,Certified,2020-06-12,Computer And Information Research Scientists,Dimensional Fund Advisors Lp,Austin,TX,Charlotte,NC,86237.0
I-200-22349-642944,Certified,2022-12-22,Software Developers,"Netflix, Inc.",Los Gatos,CA,Los Gatos,CA,192941.0
I-200-22343-632486,Certified,2022-12-16,Software Quality Assurance Analysts And Testers,"Financial Industry Regulatory Authority, Inc.",Washington,DC,Reston,VA,105830.0
I-200-19063-514767,Certified,2019-03-14,Computer Systems Analysts,Birlasoft Inc,Edison,NJ,Nashville,TN,62858.0
I-200-21139-327248,Certified,2021-05-26,"Software Developers, Systems Software",Lorvin Technologies Inc,Woodbridge,NJ,Dearborn,MI,79248.0
I-200-22028-860977,Certified,2022-02-04,"Software Developers, Systems Software",Dolphin Solutions Inc,Orlando,FL,Santa Clara,CA,157477.0
I-200-20024-275340,Certified,2020-01-31,"Software Developers, Systems Software",Apple Inc.,Cupertino,CA,Cupertino,CA,172640.0
I-200-19074-018020,Certified,2019-03-22,"Software Developers, Applications",Skillsoft Corporation,Nashua,NH,Boston,MA,84698.0
I-200-21015-017005,Certified,2021-01-25,Computer And Information Systems Managers,Pricewaterhousecoopers Llp,Tampa,FL,New York,NY,160555.0
I-200-22130-157292,Certified,2022-05-17,Computer Programmers,Mphasis Corporation,New York,NY,Austin,TX,50648.0
I-200-21137-319064,Certified,2021-05-24,"Software Developers, Applications",Strategic Resources International Inc,Parlin,NJ,San Antonio,TX,91562.0
I-200-23003-677033,Certified,2023-01-10,Industrial Engineers,"Tesla, Inc.",Austin,TX,Austin,TX,103979.0
I-200-22054-925531,Certified,2022-03-02,Software Quality Assurance Engineers And Testers,"Slalom, Llc",Seattle,WA,Minneapolis,MN,111280.0
I-200-19042-727517,Certified,2019-02-25,Pharmacists,Cedars-Sinai Medical Center,Los Angeles,CA,Los Angeles,CA,152734.0
I-200-19059-909278,Certified,2019-03-11,Natural Sciences Managers,Blueprint Medicines Corporation,Cambridge,MA,Cambridge,MA,90522.0
I-200-21307-684661,Certified,2021-11-10,"Atmospheric, Earth, Marine, And Space Sciences Teachers, Postsecondary","The Leland Stanford, Jr University",Stanford,CA,Stanford,CA,81553.0
I-200-20139-579846,Certified,2020-05-26,Accountants And Auditors,Ernst & Young U.s. Llp,Secaucus,NJ,Washington,DC,76003.0
I-200-19197-880336,Certified,2019-07-22,"Computer Occupations, All Other",The University Of Texas Health Science Center At Houston,Houston,TX,Houston,TX,84178.0
I-200-21020-022401,Certified,2021-01-27,Information Technology Project Managers,Accenture Llp,Chicago,IL,New Castle,DE,114379.0
I-200-20098-466661,Certified,2020-04-14,Computer Systems Engineers/Architects,Tata Consultancy Services Limited,Rockville,MD,Miami,FL,58406.0
I-200-22116-109544,Certified,2022-05-03,"Physicians And Surgeons, All Other",Cgh Medical Center,Sterling,IL,Sterling,IL,208000.0
I-200-19053-723849,Certified,2019-02-28,Computer Systems Analyst,Cognizant Technology Solutions Us Corp,College Station,TX,Rocklin,CA,74318.0
I-200-21088-181929,Certified,2021-04-05,"English Language And Literature Teachers, Postsecondary",Florida International University,Miami,FL,Miami,FL,52470.0
I-200-20052-342033,Certified,2020-02-28,Statisticians,Iqvia Inc.,Plymouth Meeting,PA,Plymouth Meeting,PA,56264.0
I-200-19010-852547,Certified,2019-02-01,Management Analysts,Google Llc,Mountain View,CA,Mountain View,CA,103168.0
I-200-21308-686801,Certified,2021-11-12,"Software Developers, Systems Software","Databricks, Inc.",San Francisco,CA,Mountain View,CA,157477.0
I-200-23096-909824,Certified,2023-04-13,"Physicians, All Other",Prisma Health Medical Group - Midlands,Greenville,SC,Sumter,SC,279136.0
I-200-22308-569577,Certified,2022-11-14,Data Scientists,"Capital One Services, Llc",Richmond,VA,Mclean,VA,100235.0
I-200-22214-391287,Certified,2022-08-09,Software Developers,Universal Instruments Corporation,Conklin,NY,Conklin,NY,87214.0
I-200-19066-209069,Certified,2019-03-22,Financial Analysts,"Houlihan Lokey, Inc.",Los Angeles,CA,New York,NY,74797.0
I-200-20252-808967,Certified,2020-09-15,Biochemists And Biophysicists,Thermo Fisher Scientific,Waltham,MA,Bend,OR,77854.0
I-200-21361-787017,Certified,2022-01-04,Network And Computer Systems Administrators,"Techno9 Solutions, Inc.",Edison,NJ,Windsor Mill,MD,95950.0
I-200-20111-501585,Withdrawn,2020-04-24,"Electronics Engineers, Except Computer",Apple Inc.,Cupertino,CA,Cupertino,CA,134597.0
I-200-20093-454013,Certified,2020-04-09,Statisticians,Amazon.com Services Llc,Seattle,WA,Seattle,WA,86840.0
I-200-23024-722444,Certified,2023-01-31,Computer Systems Analysts,Wipro Limited,East Brunswick,NJ,Fort Mill,SC,103854.0
I-200-19308-124688,Certified - Withdrawn,2020-02-06,Logisticians,"Victoria's Secret Stores, Llc",Reynoldsburg,OH,Reynoldsburg,OH,62026.0
I-200-22090-025954,Certified,2022-04-07,"Software Developers, Systems Software","Piktorlabs, Inc.",Seattle,WA,Seattle,WA,97760.0
I-200-21250-567413,Certified,2021-09-14,Computer Systems Engineers/Architects,Jpmorgan Chase & Co.,Chicago,IL,Columbus,OH,91749.0
I-200-20008-240150,Certified,2020-01-15,"Software Developers, Applications","Office Depot, Inc.",Boca Raton,FL,Boca Raton,FL,79560.0
I-200-22173-305423,Certified,2022-06-29,"Software Developers, Applications",Fusion Global Technologies Solutions Inc,Plano,TX,Plano,TX,94037.0
I-200-21251-571709,Certified,2021-09-15,"Software Developers, Applications","Slalom, Llc",Seattle,WA,Lauderdale,FL,128296.0
I-200-19072-536921,Certified,2019-03-25,"Software Developers, Systems Software","Itvision, Inc",Cary,NC,Dover,NH,74797.0
I-200-19304-119001,Certified,2019-11-07,Information Security Analysts,Dave & BusterÃ­s Inc.,Dallas,TX,Dallas,TX,129314.0
I-200-23159-091140,Certified,2023-06-15,Software Developers,Data Systems Integration Group Inc.,Dublin,OH,Dublin,OH,88566.0
I-200-21294-659806,Certified,2021-10-28,Computer And Information Research Scientists,Bytedance Inc.,Mountain View,CA,Bellevue,WA,163883.0
I-200-22222-409385,Certified,2022-08-17,"Elementary School Teachers, Except Special Education",Bellevue School District,Bellevue,WA,Bellevue,WA,82159.0
I-200-20076-410466,Certified,2020-03-23,"Software Developers, Systems Software","Oracle America, Inc.",Redwood Shores,CA,San Antonio,TX,128190.0
I-200-22116-106736,Withdrawn,2022-04-26,Market Research Analysts And Marketing Specialists,"Ayra Hotels, Llc",Morrow,GA,Morrow,GA,56472.0
I-200-22285-524055,Certified,2022-10-19,Computer Systems Analysts,Ernst & Young U.s. Llp,Secaucus,NJ,Jersey City,NJ,95514.0
I-200-22292-538784,Certified,2022-10-26,Computer Systems Engineers/Architects,The Bank Of New York Mellon,Pittsburgh,PA,New York,NY,124030.0
I-200-21145-340793,Certified,2021-06-02,Commercial And Industrial Designers,"M. Arthur Gensler Jr. & Associates, Inc.",Oakland,CA,Boston,MA,65270.0
I-200-20114-510703,Denied,2020-04-24,Validation Engineers,Diasorin Moleular Llc,Cypress,CA,Cypress,CA,100402.0
I-200-23111-955241,Certified,2023-04-28,Software Developers,"Ipc Systems, Inc",Jersey City,NJ,Jersey City,NJ,85197.0
I-200-20008-241156,Certified,2020-01-15,Information Technology Project Managers,Accenture Llp,Chicago,IL,Schaumburg,IL,96325.0
I-200-20091-449106,Certified,2020-04-07,"Software Developers, Systems Software",Quadrant Resource Llc,Redmond,WA,Bellevue,WA,101546.0
I-200-19246-494706,Certified,2019-09-09,Computer Systems Analysts,Ernst &Young U.s. Llp,Secaucus,NJ,New York,NY,92435.0
I-200-21145-341959,Certified,2021-06-02,"Software Developers, Applications",Trigint Solutions Llc,Gaithersburg,MD,Fredericksburg,VA,97406.0
I-200-21075-151462,Certified,2021-03-23,"Political Science Teachers, Postsecondary",University Of Portland,Portland,OR,Portland,OR,67700.0
I-200-19318-147745,Withdrawn,2019-11-18,Web Developers,Icarus Lived Inc.,New York,NY,New York,NY,102773.0
I-200-21008-002843,Certified,2021-01-15,"Software Developers, Applications",Hexaider Technologies Llc,Maitland,FL,Endicott,NY,100942.0
I-200-21004-992956,Certified,2021-01-11,Electrical Engineers,"Peloton Interactive, Inc.",New York,NY,New York,NY,95368.0
I-200-22063-952384,Certified,2022-03-11,"Software Developers, Systems Software","Palo Alto Networks, Inc.",Santa Clara,CA,Santa Clara,CA,184080.0
I-200-21172-416291,Certified,2021-06-28,Computer Systems Engineers/Architects,Tata Consultancy Services Limited,Rockville,MD,Deerfield,IL,115378.0
I-200-20203-727509,Certified,2020-07-28,"Software Developers, Applications",Standav Corp.,Irving,TX,Lexington,KY,95867.0
I-200-20013-250033,Certified,2020-01-20,"Software Developers, Applications",Kestra Financial Inc.,Austin,TX,Austin,TX,91957.0
I-200-20202-725222,Certified,2020-07-27,Network And Computer Systems Administrators,Cognizant Technology Solutions Us Corp,College Station,TX,Woodbridge,NJ,105061.0
I-200-22234-430790,Certified,2022-08-29,Software Developers,Tanvi It Solutions Inc,Chantilly,VA,Arlington,VA,110240.0
I-200-23019-715064,Certified,2023-01-26,"Mathematical Science Teachers, Postsecondary","University Of California, San Diego",La Jolla,CA,La Jolla,CA,75990.0
I-200-23135-020317,Certified,2023-05-22,Accountants And Auditors,Deloitte & Touche Llp,Philadelphia,PA,Los Angeles,CA,54704.0
I-200-21281-634734,Certified,2021-10-18,"Software Developers, Applications","Ice Mortgage Technology, Inc.",Pleasanton,CA,Pleasanton,CA,120892.0
I-200-19255-746235,Certified,2019-09-18,Database Administrators,Tekorg Inc,Sterling,VA,Charlotte,NC,82493.0
I-200-23123-988136,Certified,2023-05-10,Software Developers,Snap Inc.,Santa Monica,CA,San Francisco,CA,158080.0
I-200-20036-299586,Certified,2020-02-12,Chemists,Kla Corporation,Milpitas,CA,Milpitas,CA,95493.0
I-200-20163-644565,Certified,2020-06-18,Computer Systems Engineers/Architects,Wipro Limited,East Brunswick,NJ,Sunrise,FL,58406.0
I-200-19133-566927,Certified,2019-05-17,"Software Developers, Applications","Lenmar Consulting, Inc.",Jersey City,NJ,Memphis,TN,61838.0
I-200-22168-290782,Certified,2022-06-27,Accountants And Auditors,Ernst & Young U.s. Llp,Secaucus,NJ,Chicago,IL,78645.0
I-200-20307-894485,Certified,2020-11-09,Network And Computer Systems Administrators,"Niktor, Llc",Plainville,CT,San Jose,CA,101818.0
I-200-19074-469512,Certified,2019-03-25,Market Research Analysts And Marketing Specialists,"Targeted Victory, Llc",Arlington,VA,Arlington,VA,44824.0
I-200-20148-603887,Certified,2020-06-03,"Medical Scientists, Except Epidemiologists",Mayo Clinic,Rochester,MN,Rochester,MN,44034.0
I-200-19360-217337,Certified - Withdrawn,2020-01-31,Computer Systems Engineers/Architects,Orion Systems Integrators Llc,Edison,NJ,Columbia,SC,88691.0
I-200-21138-323733,Certified,2021-05-25,"Software Developers, Applications",Tek Leaders Inc,Plano,TX,Farmington Hills,MI,79248.0
I-200-19140-607993,Certified,2019-07-02,"Biological Scientists, All Other",University Of Utah,Salt Lake City,UT,Salt Lake City,UT,50731.0
I-200-21042-070966,Certified,2021-02-19,Materials Engineers,"Micron Technology, Inc.",Boise,ID,Boise,ID,79830.0
I-200-20169-660823,Certified,2020-06-24,"Software Developers, Applications","Capital One Services, Llc",Richmond,VA,Mclean,VA,96595.0
I-200-19054-635340,Certified,2019-02-28,"Software Developers, Applications","Mudrasys,Inc.",Pleasanton,CA,Sunnyvale,CA,109242.0
I-200-22096-040963,Certified,2022-04-12,Food Scientists And Technologists,"International Flavors & Fragrances, Inc.",New York,NY,Weehawken,NJ,104374.0
I-200-19179-419399,Certified,2019-07-16,"Chemistry Teachers, Postsecondary",University Of Massachusetts Lowell,Lowell,MA,Lowell,MA,87202.0
I-200-19221-923362,Certified,2019-08-16,"Computer Occupations, All Other",Tata Consultancy Services Limited,Rockville,MD,Newark,NJ,77750.0
I-200-21243-557358,Certified,2021-09-08,Operations Research Analysts,Safeway Inc.,Pleasanton,CA,Phoenix,AZ,51168.0
I-200-19130-592386,Certified,2019-05-16,"Physicians And Surgeons, All Other",Sanford Clinic,Sioux Falls,SD,Sioux Falls,SD,208000.0
I-200-22045-901205,Certified,2022-02-22,Computer Systems Engineers/Architects,Tata Consultancy Services Limited,Rockville,MD,Erie,PA,57034.0
I-200-23108-943672,Certified,2023-04-25,Software Developers,"Venafi, Inc.",Salt Lake City,UT,Salt Lake City,UT,112299.0
I-200-19259-771083,Certified,2019-09-23,Management Analysts,Mphasis Corporation,New York,NY,Lakeland,FL,52541.0
I-200-19086-513796,Certified,2019-04-02,Electrical Engineers,"Soraa Laser Diode, Inc.",Goleta,CA,Goleta,CA,94245.0
I-200-21223-516397,Certified,2021-08-18,"Physicians And Surgeons, All Other","Medstar - Georgetown Medical Center, Inc.",Washington,DC,Washington Dc,DC,74504.06
I-200-19084-437249,Certified,2019-04-01,"Software Developers, Applications",Proinf Llc,San Ramon,CA,Durham,NC,83699.0
I-200-21313-694794,Certified,2021-11-17,Computer Systems Analysts,Virtusa Corporation,Southborough,MA,Plano,TX,103126.0
I-200-19014-813397,Certified,2019-01-18,Computer Systems Analysts,Ibm Corporation,Durham,NC,Waukegan,IL,91416.0
I-200-22313-577578,Certified,2022-11-17,Computer Systems Analysts,Equifax Inc.,Atlanta,GA,St. Louis,MO,97797.0
I-200-22172-299060,Certified,2022-06-28,Industrial Engineers,Amazon.com Services Llc,Seattle,WA,Bothell,WA,96845.0
I-200-19247-388088,Certified,2019-09-10,Financial Analysts,"Stripe, Inc.",San Francisco,CA,Seattle,WA,114899.0
I-200-21061-111672,Certified,2021-03-09,Accountants And Auditors,Ernst & Young U.s. Llp,Secaucus,NJ,Los Angeles,CA,64750.0
