,CASE_NUMBER,CASE_STATUS,DECISION_DATE,SOC_TITLE,EMPLOYER_NAME,WORKSITE_CITY,WORKSITE_STATE,PREVAILING_WAGE,state_name,popullation
2412454,I-200-20352-968283,Certified,2020-12-28,"Software Developers, Applications","Facebook, Inc.",Menlo Park,CA,136056.0,California,39029342.0
2412455,I-200-20353-968521,Certified,2020-12-28,"Software Developers, Applications","Facebook, Inc.",Seattle,WA,123247.0,Washington,7785786.0
2412456,I-200-20353-968608,Certified,2020-12-28,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,Jersey City,NJ,92269.0,New Jersey,9261699.0
2412457,I-200-20352-967897,Certified,2020-12-28,Software Quality Assurance Engineers And Testers,"Compunnel Software Group, Inc",Austin,TX,83138.0,Texas,30029572.0
2412458,I-200-20352-966049,Certified,2020-12-28,"Software Developers, Applications",Capgemini America Inc,Peachtree City,GA,85842.0,Georgia,10912876.0
2412459,I-200-20352-966249,Certified,2020-12-28,"Software Developers, Applications","Facebook, Inc.",Menlo Park,CA,145246.0,California,39029342.0
2412460,I-200-20352-967062,Certified,2020-12-28,"Software Developers, Applications",Mroads Llc,Atlanta,GA,85842.0,Georgia,10912876.0
2412461,I-200-20352-967999,Certified,2020-12-28,"Software Developers, Applications","Quality Matrix, Inc.",King Of Prussia,PA,89773.0,Pennsylvania,12972008.0
2412462,I-200-20352-967861,Certified,2020-12-28,"Electronics Engineers, Except Computer","Qualcomm Technologies, Inc.",San Diego,CA,108930.0,California,39029342.0
2412463,I-200-20352-966071,Certified,2020-12-28,Computer Systems Analysts,Infosys Limited,Northfield,IL,90709.0,Illinois,12582032.0
2412464,I-200-20352-968241,Certified,2020-12-28,"Software Developers, Applications","Facebook, Inc.",Menlo Park,CA,116122.0,California,39029342.0
2412465,I-200-20352-966461,Certified,2020-12-28,"Software Developers, Applications","Perk Systems, Inc.",Mooresville,NC,85488.0,North Carolina,10698973.0
2412466,I-200-20352-966799,Certified,2020-12-28,"Software Developers, Applications",Intellativ Inc,Brooklyn,NY,143936.0,New York,19677151.0
2412467,I-200-20352-968229,Certified,2020-12-28,"Software Developers, Applications","Facebook, Inc.",Menlo Park,CA,116122.0,California,39029342.0
2412468,I-200-20352-967488,Certified,2020-12-28,"Software Developers, Systems Software",Suntec Business Solutions Pvt Ltd,Englewood,CO,92477.0,Colorado,5839926.0
2412469,I-200-20352-967800,Certified,2020-12-28,"Software Developers, Applications",Promatrix Corp,Bethesda,MD,97406.0,Maryland,6164660.0
2412470,I-200-20352-965896,Certified,2020-12-28,"Software Developers, Systems Software","Qualcomm Technologies, Inc.",San Diego,CA,98592.0,California,39029342.0
2412471,I-200-20352-965893,Certified,2020-12-28,"Software Developers, Systems Software","Qualcomm Technologies, Inc.",San Diego,CA,98592.0,California,39029342.0
2412472,I-200-20353-968619,Certified,2020-12-28,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,Waukegan,IL,107515.0,Illinois,12582032.0
2412473,I-200-20352-967722,Certified,2020-12-28,"Software Developers, Applications",Unique Key Resources Inc,Charlotte,NC,85488.0,North Carolina,10698973.0
2412474,I-200-20353-968495,Certified,2020-12-28,"Software Developers, Applications","Facebook, Inc.",Seattle,WA,104795.0,Washington,7785786.0
2412475,I-200-20353-968643,Certified,2020-12-28,Graphic Designers,Facebook Inc.,Menlo Park,CA,90438.0,California,39029342.0
2412476,I-200-20352-966046,Certified,2020-12-28,Computer Systems Engineers/Architects,Capgemini America Inc,Wayne,PA,94224.0,Pennsylvania,12972008.0
2412477,I-200-20353-968486,Certified,2020-12-28,"Software Developers, Applications","Facebook, Inc.",New York,NY,143936.0,New York,19677151.0
2412478,I-200-20352-966055,Certified,2020-12-28,Software Quality Assurance Engineers And Testers,Wipro Limited,Henrico,VA,73528.0,Virginia,8683619.0
2412479,I-200-20353-968592,Certified,2020-12-28,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,Atlanta,GA,77730.0,Georgia,10912876.0
2412480,I-200-20352-966234,Certified,2020-12-28,"Software Developers, Systems Software",Xl Softek Inc.,Alpharetta,GA,103501.0,Georgia,10912876.0
2412481,I-200-20352-967862,Certified,2020-12-28,"Software Developers, Applications",Tek Leaders Inc,Dallas,TX,93558.0,Texas,30029572.0
2412482,I-200-20353-968496,Certified,2020-12-28,"Software Developers, Applications","Facebook, Inc.",Seattle,WA,104795.0,Washington,7785786.0
2412483,I-200-20352-965853,Certified,2020-12-28,"Software Developers, Systems Software",Nvidia Corporation,Boulder,CO,140775.0,Colorado,5839926.0
2412484,I-200-20352-966703,Certified,2020-12-28,"Software Developers, Applications","Adroit Software, Inc.",Irving,TX,93558.0,Texas,30029572.0
2412485,I-200-20352-968305,Certified,2020-12-28,Computer And Information Research Scientists,Facebook Inc.,Seattle,WA,133460.0,Washington,7785786.0
2412486,I-200-20352-968216,Certified,2020-12-28,"Software Developers, Applications",Data Inc,Jersey City,NJ,143936.0,New Jersey,9261699.0
2412487,I-200-20352-966613,Certified,2020-12-28,"Software Developers, Applications",Rapidit Inc,Nashville,TN,80163.0,Tennessee,7051339.0
2412488,I-200-20352-967601,Certified,2020-12-28,"Electronics Engineers, Except Computer",Nvidia Corporation,Durham,NC,129168.0,North Carolina,10698973.0
2412489,I-200-20352-966328,Certified,2020-12-28,"Computer Occupations, All Other",Infosys Limited,New York,NY,67766.0,New York,19677151.0
2412490,I-200-20352-968020,Certified,2020-12-28,"Software Developers, Applications","Otis It, Inc",Chicago,IL,87838.0,Illinois,12582032.0
2412491,I-200-20353-968628,Certified,2020-12-28,Data Warehousing Specialists,"Facebook, Inc.",Menlo Park,CA,145205.0,California,39029342.0
2412492,I-200-20352-966917,Certified,2020-12-28,"Software Developers, Applications","4consulting, Inc",Sacramento,CA,97677.0,California,39029342.0
2412493,I-200-20352-966459,Certified,2020-12-28,Information Technology Project Managers,L&T Technology Services Limited,Lake Forest,CA,85987.0,California,39029342.0
2412494,I-200-20352-966042,Certified,2020-12-28,"Software Developers, Applications",Capgemini America Inc,Cary,NC,91291.0,North Carolina,10698973.0
